"Function Code","Enum Name","Enum Value","Item Description","Parameter","Dependant Parameter","Dependant Enum Name"
0xbb90001,"Standby","2","Standby","STATE","NULL","NULL"
0x8430000,"AeroAndSolar","0","AeroAndSolar","E_SURFACESTATE","NULL","NULL"
0x8430000,"AeroOnly","1","AeroOnly","E_SURFACESTATE","NULL","NULL"
0x8430000,"SolarOnly","2","SolarOnly","E_SURFACESTATE","NULL","NULL"
0x8430000,"None","3","None","E_SURFACESTATE","NULL","NULL"
0x8ca0000,"Baseline","0","Baseline","BUSCONFIG","NULL","NULL"
0x10040000,"Off","0","Off","STATE","NULL","NULL"
0x10040000,"On","1","On","STATE","NULL","NULL"
0x10040000,"Standby","2","Standby","STATE","NULL","NULL"
0x10050000,"Off","0","Off","STATE","NULL","NULL"
0x10050000,"On","1","On","STATE","NULL","NULL"
0x10050000,"Standby","2","Standby","STATE","NULL","NULL"
0x10050001,"b","0","b","MODE","NULL","NULL"
0x10050001,"d","1","d","MODE","NULL","NULL"
0x9c40000,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40000,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
0x9c40001,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40001,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
0x9c40002,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40002,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
0x9c40003,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40003,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
0x9c40004,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40004,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
0x9c40005,"DISABLE","0","Disable","FI_ENABLE","NULL","NULL"
0x9c40005,"ENABLE","1","Enable","FI_ENABLE","NULL","NULL"
